;"Generated by FINAN XBRL Taxonomy Viewer v4.1.5"
;"Taxonomy: BT11(FrcRptIhzPrognosePeriodiekAangifteMetWinstbijlageCategoriaal2016)"

"Sort";"ID";"Level";"Label nl";"Label en";"Label de";"Label fr";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation nl";"Documentation en";"Documentation de";"Documentation fr";"Ddef.Guidance nl";"Ddef.Guidance en";"Ddef.Guidance de";"Ddef.Guidance fr";"References"
329;"frc-i:CultivationCostsOther";5;"            Overige teeltkosten";"            Cultivation costs other";"            Overige teeltkosten";"            Overige teeltkosten";"";"CultivationCostsOther";"frc-i";"CultivationCostsOther";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#CultivationCostsOther";"xbrli:item";5;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De overige kosten die met de teelt verband houden en niet apart gedefinieerd zijn.";"";"";"";"Dit kunnen onder meer containerkosten, kosten voor dekmateriaal kwekers, licentiekosten, keurkosten en behandelingskosten zijn.";"";"";"";""
330;"frc-i:GasCosts";4;"         Gaskosten";"         Gas costs";"         Gaskosten";"         Gaskosten";"";"GasCosts";"frc-i";"GasCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#GasCosts";"xbrli:item";5;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De kosten aan eigen verbruik gas of warmte, inclusief vastrecht.";"";"";"";"De kosten aan eigen verbruik gas of warmte, inclusief vastrecht.";"";"";"";""
331;"frc-i:ElectricityCosts";4;"         Elektrakosten";"         Electricity costs";"         Elektrakosten";"         Elektrakosten";"";"ElectricityCosts";"frc-i";"ElectricityCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#ElectricityCosts";"xbrli:item";5;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De kosten voor eigen verbruik elektra, inclusief vastrecht.";"";"";"";"De kosten voor eigen verbruik elektra, inclusief vastrecht.";"";"";"";""
332;"frc-i:WKKMaintenanceCosts";4;"         Onderhoudskosten WKK";"         WKK maintenance costs";"         Onderhoudskosten WKK";"         Onderhoudskosten WKK";"";"WKKMaintenanceCosts";"frc-i";"WKKMaintenanceCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#WKKMaintenanceCosts";"xbrli:item";5;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De kosten van onderhoud aan de WKK-installaties.";"";"";"";"De kosten van onderhoud aan de WKK-installaties. Warmtekrachtkoppeling (WKK) is een efficiënte manier van energieopwekking.";"";"";"";""
333;"frc-i:WKKLeaseCosts";4;"         Leasekosten WKK";"         WKK lease costs";"         Leasekosten WKK";"         Leasekosten WKK";"";"WKKLeaseCosts";"frc-i";"WKKLeaseCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#WKKLeaseCosts";"xbrli:item";5;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De operationele leasekosten van de WKK-installatie(s). Warmtekrachtkoppeling (WKK) is een efficiënte manier van energieopwekking.";"";"";"";"De operationele leasekosten van de WKK-installatie(s). Warmtekrachtkoppeling (WKK) is een efficiënte manier van energieopwekking.";"";"";"";""
334;"frc-i:AuctionCosts";4;"         Veilingkosten";"         Auction Costs";"         Veilingkosten";"         Veilingkosten";"";"AuctionCosts";"frc-i";"AuctionCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#AuctionCosts";"xbrli:item";5;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"Het bedrag aan veilingkosten.";"";"";"";"Het bedrag aan veilingkosten.";"";"";"";""
335;"frc-i:SalesPackackingFustCosts";4;"         Afzet-, verpakking- en fustkosten";"         Sales, packacking and fust costs";"         Afzet-, verpakking- en fustkosten";"         Afzet-, verpakking- en fustkosten";"";"SalesPackackingFustCosts";"frc-i";"SalesPackackingFustCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#SalesPackackingFustCosts";"xbrli:item";5;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"Het totaalbedrag aan kosten voor afzet (verkoop), verpakking en fust. Hier onder vallen bijvoorbeeld ook stickers en bedrukkingen, keramiek etc.";"";"";"";"Het totaalbedrag aan kosten voor afzet (verkoop), verpakking en fust. Hier onder vallen bijvoorbeeld ook stickers en bedrukkingen, keramiek etc.";"";"";"";""
336;"frc-i:TransportCosts";4;"         Transportkosten";"         Transport Costs";"         Transportkosten";"         Transportkosten";"";"TransportCosts";"frc-i";"TransportCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#TransportCosts";"xbrli:item";5;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De kosten aan transport. Kosten voor een personenauto vallen hier niet onder.";"";"";"";"De kosten aan transport. Kosten voor een personenauto vallen hier niet onder.";"";"";"";""
337;"frc-abstr:PotTreeCultivationTitle";2;"   Specificatie potplanten- en boomteelt";"   Pot and tree cultivation title";"   Specificatie potplanten- en boomteelt";"   Specificatie potplanten- en boomteelt";"";"PotTreeCultivationTitle";"frc-abstr";"PotTreeCultivationTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#PotTreeCultivationTitle";"sbr:presentationItem";1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
338;"frc-i:PurchaseCostsPottedPlantsPropagation";3;"      Inkoopkosten planten opkweek";"      Purchase costs potted plants propagation";"      Inkoopkosten planten opkweek";"      Inkoopkosten planten opkweek";"";"PurchaseCostsPottedPlantsPropagation";"frc-i";"PurchaseCostsPottedPlantsPropagation";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#PurchaseCostsPottedPlantsPropagation";"xbrli:item";1;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De inkoopkosten voor afgeteelde potplanten voor opkweek.";"";"";"";"De inkoopkosten voor afgeteelde potplanten voor opkweek.";"";"";"";""
339;"frc-i:PurchaseCostsPottedPlantsSale";3;"      Inkoopkosten planten handel";"      Purchase costs potted plants sale";"      Inkoopkosten planten handel";"      Inkoopkosten planten handel";"";"PurchaseCostsPottedPlantsSale";"frc-i";"PurchaseCostsPottedPlantsSale";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#PurchaseCostsPottedPlantsSale";"xbrli:item";1;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De inkoopkosten voor afgeteelde potplanten voor de verkoop.";"";"";"";"De inkoopkosten voor afgeteelde potplanten voor de verkoop.";"";"";"";""
340;"frc-i:PurchaseCostsPots";3;"      Inkoopkosten potten";"      Purchase costs pots";"      Inkoopkosten potten";"      Inkoopkosten potten";"";"PurchaseCostsPots";"frc-i";"PurchaseCostsPots";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#PurchaseCostsPots";"xbrli:item";1;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De inkoopkosten voor potten in de teelt van potplanten en bomen.";"";"";"";"De inkoopkosten voor potten in de teelt van potplanten en bomen.";"";"";"";""
341;"frc-i:PurchaseCostsPottingSoil";3;"      Inkoopkosten potgrond";"      Purchase costs potting soil";"      Inkoopkosten potgrond";"      Inkoopkosten potgrond";"";"PurchaseCostsPottingSoil";"frc-i";"PurchaseCostsPottingSoil";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#PurchaseCostsPottingSoil";"xbrli:item";1;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De inkoopkosten voor potgrond, in de teelt van potplanten en bomen.";"";"";"";"De inkoopkosten voor potgrond, in de teelt van potplanten en bomen.";"";"";"";""
342;"frc-abstr:LivestockBreedingSpecificationTitle";1;"Veeteelt specificatie [Titel]";"Livestock breeding specification [Title]";"Veeteelt specificatie [Titel]";"Veeteelt specificatie [Titel]";"";"LivestockBreedingSpecificationTitle";"frc-abstr";"LivestockBreedingSpecificationTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#LivestockBreedingSpecificationTitle";"sbr:presentationItem";9;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
343;"frc-abstr:CommonDataTitle";2;"   Algemene gegevens";"   Common data title";"   Algemene gegevens";"   Algemene gegevens";"";"CommonDataTitle";"frc-abstr";"CommonDataTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#CommonDataTitle";"sbr:presentationItem";14;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
344;"frc-i:UtilisedFarmlandOwnProperty";3;"      Bouwgrond in eigendom";"      Utilised farmland own property";"      Bouwgrond in eigendom";"      Bouwgrond in eigendom";"";"UtilisedFarmlandOwnProperty";"frc-i";"UtilisedFarmlandOwnProperty";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#UtilisedFarmlandOwnProperty";"xbrli:item";14;0;;"0";"0";"0";"0";"xbrli:integerItemType";"integer";"xbrli:integerItemType";"Number";"0";;;;;;;;;;;;"Duration";"None";0;0;"De totale oppervlakte bouwgrond in eigendom, die gedurende de rapportageperiode ten dienste is geweest aan de exploitatie (m²) ten behoeve van de uitoefening van de gespecificeerde veeteelt of de land- en tuinbouw.";"";"";"";"De totale oppervlakte bouwgrond in eigendom, die gedurende de rapportageperiode ten dienste is geweest aan de exploitatie (m²) ten behoeve van de uitoefening van de gespecificeerde veeteelt of de land- en tuinbouw.";"";"";"";""
345;"frc-i:UtilisedFarmlandThirdParties";3;"      Bouwgrond van derden";"      Utilised farmland third parties";"      Bouwgrond van derden";"      Bouwgrond van derden";"";"UtilisedFarmlandThirdParties";"frc-i";"UtilisedFarmlandThirdParties";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#UtilisedFarmlandThirdParties";"xbrli:item";14;0;;"0";"0";"0";"0";"xbrli:integerItemType";"integer";"xbrli:integerItemType";"Number";"0";;;;;;;;;;;;"Duration";"None";0;0;"De totale oppervlakte bouwgrond van derden, die gedurende de rapportageperiode ten dienste is geweest aan de exploitatie (m²) ten behoeve van de uitoefening van de gespecificeerde veeteelt of de land- en tuinbouw. De bouwgrond is bijvoorbeeld gehuurd of gepacht.";"";"";"";"De totale oppervlakte bouwgrond van derden, die gedurende de rapportageperiode ten dienste is geweest aan de exploitatie (m²) ten behoeve van de uitoefening van de gespecificeerde veeteelt of de land- en tuinbouw. De bouwgrond is bijvoorbeeld gehuurd of gepacht.";"";"";"";""
346;"frc-abstr:AssetsBanksTitle";3;"      Activa";"      Assets";"      Activa";"      Activa";"";"AssetsBanksTitle";"frc-abstr";"AssetsBanksTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#AssetsBanksTitle";"sbr:presentationItem";14;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
347;"frc-i:PropertyPlantEquipmentLivestock";4;"         Materiële vaste activa: Gebruiksvee";"         Property plant equipment livestock";"         Materiële vaste activa: Gebruiksvee";"         Materiële vaste activa: Gebruiksvee";"";"PropertyPlantEquipmentLivestock";"frc-i";"PropertyPlantEquipmentLivestock";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#PropertyPlantEquipmentLivestock";"xbrli:item";9;0;;"0";"0";"0";"0";"xbrli:monetaryItemType";"monetary";"xbrli:monetaryItemType";"Monetary";"0";;;;;;;;;;;;"Duration";"None";0;0;"Het gedeelte van de materiële vaste activa dat betrekking heeft op het vee dat ter wille van zijn nut gehouden wordt.";"";"";"";"";"";"";"";""
348;"frc-i:StockAssetsCurrentNonLivestock";4;"         Voorraden (vlottende activa): Niet gebruiksvee";"         Stock assets current non livestock";"         Voorraden (vlottende activa): Niet gebruiksvee";"         Voorraden (vlottende activa): Niet gebruiksvee";"";"StockAssetsCurrentNonLivestock";"frc-i";"StockAssetsCurrentNonLivestock";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#StockAssetsCurrentNonLivestock";"xbrli:item";9;0;;"0";"0";"0";"0";"xbrli:monetaryItemType";"monetary";"xbrli:monetaryItemType";"Monetary";"0";;;;;;;;;;;;"Duration";"None";0;0;"Het deel van de voorraden dat betrekking heeft op het gedeelte dat niet tot het gebruiksvee behoort.";"";"";"";"";"";"";"";""
349;"frc-abstr:AllocatedRevenuesTitle";3;"      Toegerekende opbrengsten";"      Allocated revenues title";"      Toegerekende opbrengsten";"      Toegerekende opbrengsten";"";"AllocatedRevenuesTitle";"frc-abstr";"AllocatedRevenuesTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#AllocatedRevenuesTitle";"sbr:presentationItem";14;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
350;"frc-i:RevenueLivestock";4;"         Omzet vee";"         Revenue livestock";"         Omzet vee";"         Omzet vee";"";"RevenueLivestock";"frc-i";"RevenueLivestock";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#RevenueLivestock";"xbrli:item";9;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"De omzet voortkomend uit het houden van vee.";"";"";"";"De omzet voortkomend uit het houden van vee.";"";"";"";""
351;"frc-i:RevenueAndAccretionLivestock";4;"         Omzet en Aanwas vee";"         Revenue and accretion livestock";"         Omzet en Aanwas vee";"         Omzet en Aanwas vee";"";"RevenueAndAccretionLivestock";"frc-i";"RevenueAndAccretionLivestock";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#RevenueAndAccretionLivestock";"xbrli:item";9;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"De omzet en aanwas van vee voortkomend uit het houden van vee.";"";"";"";"De omzet en aanwas van vee voortkomend uit het houden van vee.";"";"";"";""
352;"frc-i:SinglePaymentScheme";4;"         Bedrijfstoeslag";"         Single payment scheme";"         Bedrijfstoeslag";"         Bedrijfstoeslag";"";"SinglePaymentScheme";"frc-i";"SinglePaymentScheme";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#SinglePaymentScheme";"xbrli:item";9;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"Het totaal aan verkregen bedrijfstoeslag.";"";"";"";"Het totaal aan verkregen bedrijfstoeslag.";"";"";"";""
353;"frc-abstr:AllocatedCostsTitle";3;"      Toegerekende kosten";"      Allocated costs title";"      Toegerekende kosten";"      Toegerekende kosten";"";"AllocatedCostsTitle";"frc-abstr";"AllocatedCostsTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#AllocatedCostsTitle";"sbr:presentationItem";14;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
354;"frc-i:FodderCosts";4;"         Voerkosten";"         Fodder costs";"         Voerkosten";"         Voerkosten";"";"FodderCosts";"frc-i";"FodderCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#FodderCosts";"xbrli:item";9;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De kosten voor het voer van vee voor krachtvoer, ruwvoer, bijproducten en ander voer.";"";"";"";"De kosten voor het voer van vee voor krachtvoer, ruwvoer, bijproducten en ander voer.";"";"";"";""
355;"frc-i:HealthcareCosts";4;"         Gezondheidszorgkosten";"         Healthcare costs";"         Gezondheidszorgkosten";"         Gezondheidszorgkosten";"";"HealthcareCosts";"frc-i";"HealthcareCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#HealthcareCosts";"xbrli:item";9;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De kosten voor de medische verzorging van het vee.";"";"";"";"De kosten voor de medische verzorging van het vee.";"";"";"";""
356;"frc-i:BreedingCosts";4;"         K.I./Fokkerijkosten";"         Breeding costs";"         K.I./Fokkerijkosten";"         K.I./Fokkerijkosten";"";"BreedingCosts";"frc-i";"BreedingCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#BreedingCosts";"xbrli:item";9;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De kosten voor kunstmatige inseminatie (K.I.) en andere fokkosten.";"";"";"";"De kosten voor kunstmatige inseminatie (K.I.) en andere fokkosten.";"";"";"";""
357;"frc-i:CultivationCosts";4;"         Teeltkosten";"         Cultivation costs";"         Teeltkosten";"         Teeltkosten";"";"CultivationCosts";"frc-i";"CultivationCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#CultivationCosts";"xbrli:item";14;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De kosten voor gewasbeschermingsmiddelen, meststoffen en zaad-, plant-, pootgoed en overige teeltkosten.";"";"";"";"De kosten voor gewasbeschermingsmiddelen, meststoffen en zaad-, plant-, pootgoed en overige teeltkosten.";"";"";"";""
358;"frc-i:LitterCosts";4;"         Strooiselkosten";"         Litter costs";"         Strooiselkosten";"         Strooiselkosten";"";"LitterCosts";"frc-i";"LitterCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#LitterCosts";"xbrli:item";9;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De kosten voor het aanschaffen van strooisel.";"";"";"";"De kosten voor het aanschaffen van strooisel.";"";"";"";""
359;"frc-i:EnergyCosts";4;"         Energiekosten";"         Energy costs";"         Energiekosten";"         Energiekosten";"";"EnergyCosts";"frc-i";"EnergyCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#EnergyCosts";"xbrli:item";9;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De kosten van energie (gas en electra) en water, verbruikt voor de aandrijving van een krachtbron, voor verlichting en/of voor verwarming.";"";"";"";"De kosten van energie (gas en electra) en water, verbruikt voor de aandrijving van een krachtbron, voor verlichting en/of voor verwarming.";"";"";"";""
360;"frc-i:LivestockCostsOther";4;"         Overige veekosten";"         Livestock costs other";"         Overige veekosten";"         Overige veekosten";"";"LivestockCostsOther";"frc-i";"LivestockCostsOther";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#LivestockCostsOther";"xbrli:item";9;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"Overige veekosten, die direct zijn te relateren aan het houden van vee.";"";"";"";"Overige veekosten, die direct zijn te relateren aan het houden van vee.";"";"";"";""
361;"frc-abstr:NotAllocatedCostsTitle";3;"      Niet-toegerekende kosten";"      Not allocated costs title";"      Niet-toegerekende kosten";"      Niet-toegerekende kosten";"";"NotAllocatedCostsTitle";"frc-abstr";"NotAllocatedCostsTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#NotAllocatedCostsTitle";"sbr:presentationItem";9;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
362;"frc-i:ManureDisposalCosts";4;"         Mestafzetkosten";"         Manure disposal costs";"         Mestafzetkosten";"         Mestafzetkosten";"";"ManureDisposalCosts";"frc-i";"ManureDisposalCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#ManureDisposalCosts";"xbrli:item";9;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De kosten voor de afzet van mest.";"";"";"";"Mestafzetkosten zijn toegerekende kosten, maar in de gehanteerde definitie van het saldo worden ze niet meegenomen.";"";"";"";""
363;"frc-i:ProductionRightsLeaseCosts";4;"         Leasekosten productierechten";"         Production rights lease costs";"         Leasekosten productierechten";"         Leasekosten productierechten";"";"ProductionRightsLeaseCosts";"frc-i";"ProductionRightsLeaseCosts";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#ProductionRightsLeaseCosts";"xbrli:item";9;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"De kosten voor de lease van productierechten. Productierechten zijn varkens-en pluimveerechten.";"";"";"";"De kosten voor de lease van productierechten. Productierechten zijn varkens-en pluimveerechten. (N.B. leasekosten van machines etc. vallen hier niet onder).";"";"";"";""
364;"frc-abstr:PigFarmTitle";2;"   Specificatie varkenshouderij";"   Pig farm title";"   Specificatie varkenshouderij";"   Specificatie varkenshouderij";"";"PigFarmTitle";"frc-abstr";"PigFarmTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#PigFarmTitle";"sbr:presentationItem";1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
365;"frc-i:AverageNumberPresentSows";3;"      Gemiddeld aantal aanwezige zeugen";"      Average number present sows";"      Gemiddeld aantal aanwezige zeugen";"      Gemiddeld aantal aanwezige zeugen";"";"AverageNumberPresentSows";"frc-i";"AverageNumberPresentSows";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#AverageNumberPresentSows";"xbrli:item";1;0;;"0";"0";"0";"0";"xbrli:integerItemType";"integer";"xbrli:integerItemType";"Number";"0";;;;;;;;;;;;"Duration";"None";0;0;"Het gemiddeld aantal aanwezige zeugen gedurende de rapportageperiode.";"";"";"";"Het gemiddeld aantal aanwezige zeugen gedurende de rapportageperiode.";"";"";"";""
366;"frc-i:AverageNumberPresentSowsContracted";4;"         Waarvan op voergeld";"         Which are contracted";"         Gemiddeld aantal zeugen op voergeld";"         Gemiddeld aantal zeugen op voergeld";"http://www.xbrl.org/2003/role/terseLabel";"AverageNumberPresentSowsContracted";"frc-i";"AverageNumberPresentSowsContracted";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#AverageNumberPresentSowsContracted";"xbrli:item";1;0;;"0";"0";"0";"0";"xbrli:integerItemType";"integer";"xbrli:integerItemType";"Number";"0";;;;;;;;;;;;"Duration";"None";0;0;"Het gemiddeld aantal zeugen, dat op voergeld gehouden wordt in stallen van derden, gedurende de rapportageperiode.";"";"";"";"Het gemiddeld aantal zeugen, dat op voergeld gehouden wordt in stallen van derden, gedurende de rapportageperiode.";"";"";"";""
367;"frc-i:AverageNumberPresentPorkers";3;"      Gemiddeld aantal aanwezige vleesvarkens";"      Average number present porkers";"      Gemiddeld aantal aanwezige vleesvarkens";"      Gemiddeld aantal aanwezige vleesvarkens";"";"AverageNumberPresentPorkers";"frc-i";"AverageNumberPresentPorkers";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#AverageNumberPresentPorkers";"xbrli:item";1;0;;"0";"0";"0";"0";"xbrli:integerItemType";"integer";"xbrli:integerItemType";"Number";"0";;;;;;;;;;;;"Duration";"None";0;0;"Het gemiddeld aantal aanwezige vleesvarkens gedurende de rapportageperiode.";"";"";"";"Het gemiddeld aantal aanwezige vleesvarkens gedurende de rapportageperiode.";"";"";"";""
