;"Generated by FINAN XBRL Taxonomy Viewer v4.1.5"
;"Taxonomy: BT11(FrcRptWoz2016)"

"Sort";"ID";"Level";"Label nl";"Label en";"Label de";"Label fr";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation nl";"Documentation en";"Documentation de";"Documentation fr";"Ddef.Guidance nl";"Ddef.Guidance en";"Ddef.Guidance de";"Ddef.Guidance fr";"References"
30;"nl-cd:TelephoneNumber";3;"      Telefoonnummer";"      Telephone number";"      Telefoonnummer";"      Telefoonnummer";"";"TelephoneNumber";"nl-cd";"TelephoneNumber";"http://www.nltaxonomie.nl/nt11/sbr/20160610/dictionary/nl-common-data#TelephoneNumber";"xbrli:item";1;0;"kvk-t:ContactForDocumentPresentation";"1";"4";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:stringItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"Het nummer waaronder een persoon of organisatie telefonisch te bereiken is, bestaande uit een netnummer en een abonneenummer.";"The number on which a person or organisation can be reached by telephone, consisting of an area code and a subscriber number.";"";"";"";"";"";"";"IssueDate: 2002, Name: NEN5825|Article: 37, Name: Wet op de omzetbelasting 1968, Paragraph: a"
31;"nl-cd:EmailAddressFull";3;"      E-mailadres, volledig";"      Email address, full";"      E-mailadres, volledig";"      E-mailadres, volledig";"";"EmailAddressFull";"nl-cd";"EmailAddressFull";"http://www.nltaxonomie.nl/nt11/sbr/20160610/dictionary/nl-common-data#EmailAddressFull";"xbrli:item";1;0;"kvk-t:ContactForDocumentPresentation";"1";"5";"0";"0";"nl-types:emailItemType";"email";"xbrli:stringItemType";"String";"0";"[^@]+@[^@]+";"";"";"";"";"6";"254";"";"";"";"";"Duration";"None";0;0;"Het adres waaronder een persoon of organisatie via het internet per elektronische post te bereiken is.";"The address with which the person or organisation is contacted through the internet electronic mail.";"";"";"";"";"";"";"IssueDate: 2002, Name: NEN5825"
32;"frc-abstr:BankAccountsSpecificationTitle";1;"Bankrekening gegevens specificatie";"Bank accounts specification";"Bankrekening gegevens specificatie";"Bankrekening gegevens specificatie";"";"BankAccountsSpecificationTitle";"frc-abstr";"BankAccountsSpecificationTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#BankAccountsSpecificationTitle";"sbr:presentationItem";2;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
33;"frc-i:BankName";2;"   Naam bank";"   Bank name";"   Naam bank";"   Naam bank";"";"BankName";"frc-i";"BankName";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#BankName";"xbrli:item";2;0;"frc-abstr:BankAccountsSpecificationTitle";"0";"0";"0";"0";"nl-types:string100000ItemType";"string100000";"xbrli:stringItemType";"String";"0";"";"";"";"";"";"1";"100000";"";"";"";"";"Duration";"None";0;0;"De naam van de bank.";"";"";"";"De naam van de bank.";"";"";"";""
34;"frc-abstr:SecondHouseSpecificationTitle";1;"Specificatie of tweede woning(en) [Titel]";"Specification of second house(s) [Title]";"Specificatie of tweede woning(en) [Titel]";"Specificatie of tweede woning(en) [Titel]";"";"SecondHouseSpecificationTitle";"frc-abstr";"SecondHouseSpecificationTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#SecondHouseSpecificationTitle";"sbr:presentationItem";1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
35;"bd-burg:SecondHouseAddress";2;"   Adres tweede woning";"   Second house address";"   Second house address";"   Second house address";"";"SecondHouseAddress";"bd-burg";"SecondHouseAddress";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-burgers#SecondHouseAddress";"xbrli:item";1;0;"frc-abstr:SecondHouseSpecificationTitle";"0";"0";"0";"0";"bd-types:anstring70VItemType";"anstring70V";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"70";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: b|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 117604|Article: 5.20, Name: Wet IB2001, Paragraph: 1|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: a"
36;"bd-burg:SecondHouseValue";2;"   Waarde tweede woning";"   Second house value";"   Second house value";"   Second house value";"";"SecondHouseValue";"bd-burg";"SecondHouseValue";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-burgers#SecondHouseValue";"xbrli:item";1;0;"frc-abstr:SecondHouseSpecificationTitle";"0";"0";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: b|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: a|Article: 5.20, Name: Wet IB2001, Paragraph: 1|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 117605"
37;"frc-abstr:OwnHousePrincipalResidenceIncomeSpecificationTitle";1;"Specificatie van eigen woning [Titel]";"Specification of own house principle residence [Title]";"Specificatie van eigen woning [Titel]";"Specificatie van eigen woning [Titel]";"";"OwnHousePrincipalResidenceIncomeSpecificationTitle";"frc-abstr";"OwnHousePrincipalResidenceIncomeSpecificationTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#OwnHousePrincipalResidenceIncomeSpecificationTitle";"sbr:presentationItem";1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
38;"bd-burg:OwnHousePrincipalResidenceImmovablePropertyLawObjectNumber";2;"   WOZ-objectnummer woning hoofdverblijf";"   Own house principal residence immovable property law object number";"   Own house principal residence immovable property law object number";"   Own house principal residence immovable property law object number";"";"OwnHousePrincipalResidenceImmovablePropertyLawObjectNumber";"bd-burg";"OwnHousePrincipalResidenceImmovablePropertyLawObjectNumber";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-burgers#OwnHousePrincipalResidenceImmovablePropertyLawObjectNumber";"xbrli:item";1;0;"frc-abstr:OwnHousePrincipalResidenceIncomeSpecificationTitle";"0";"0";"0";"0";"bd-types:nonNegativeInteger12VItemType";"nonNegativeInteger12V";"xbrli:nonNegativeIntegerItemType";"Number";"0";"";"";"";"12";"";"";"";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 520212"
39;"bd-burg:OwnHousePrincipalResidenceAddress";2;"   Adres eigen woning hoofdverblijf";"   Own house principal residence address";"   Own house principal residence address";"   Own house principal residence address";"";"OwnHousePrincipalResidenceAddress";"bd-burg";"OwnHousePrincipalResidenceAddress";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-burgers#OwnHousePrincipalResidenceAddress";"xbrli:item";1;0;"frc-abstr:OwnHousePrincipalResidenceIncomeSpecificationTitle";"0";"0";"0";"0";"bd-types:anstring60VItemType";"anstring60V";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"60";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 3.110, Name: Wet IB2001|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 117461"
40;"bd-burg:OwnHousePrincipalResidenceImmovablePropertyLawValue";2;"   WOZ-waarde eigen woning hoofdverblijf";"   Own house principal residence immovable property law value";"   Own house principal residence immovable property law value";"   Own house principal residence immovable property law value";"";"OwnHousePrincipalResidenceImmovablePropertyLawValue";"bd-burg";"OwnHousePrincipalResidenceImmovablePropertyLawValue";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-burgers#OwnHousePrincipalResidenceImmovablePropertyLawValue";"xbrli:item";1;0;"frc-abstr:OwnHousePrincipalResidenceIncomeSpecificationTitle";"0";"0";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 117466|Article: 3.112, Name: Wet IB2001, Paragraph: 3|Article: 3.112, Name: Wet IB2001, Paragraph: 2"
41;"frc-abstr:ImmovablePropertyOtherSpecificationTitle";1;"Specificatie van overige onroerende zaken [Titel]";"Specification of other immovable property [Title]";"Specificatie van overige onroerende zaken [Titel]";"Specificatie van overige onroerende zaken [Titel]";"";"ImmovablePropertyOtherSpecificationTitle";"frc-abstr";"ImmovablePropertyOtherSpecificationTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#ImmovablePropertyOtherSpecificationTitle";"sbr:presentationItem";1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
42;"bd-burg:ImmovablePropertyOtherAddress";2;"   Adres overige onroerende zaak";"   Immovable property other address";"   Immovable property other address";"   Immovable property other address";"";"ImmovablePropertyOtherAddress";"bd-burg";"ImmovablePropertyOtherAddress";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-burgers#ImmovablePropertyOtherAddress";"xbrli:item";1;0;"frc-abstr:ImmovablePropertyOtherSpecificationTitle";"0";"0";"0";"0";"bd-types:anstring70VItemType";"anstring70V";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"70";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 117607|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: a|Article: 5.3, Name: Wet IB2001, Paragraph: 2|Article: 5.19, Name: Wet IB2001|Article: 5.20, Name: Wet IB2001|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: b"
43;"bd-burg:ImmovablePropertyOtherValue";2;"   Waarde overige onroerende zaak";"   Immovable property other value";"   Immovable property other value";"   Immovable property other value";"";"ImmovablePropertyOtherValue";"bd-burg";"ImmovablePropertyOtherValue";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-burgers#ImmovablePropertyOtherValue";"xbrli:item";1;0;"frc-abstr:ImmovablePropertyOtherSpecificationTitle";"0";"0";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 117608|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: a|Article: 5.3, Name: Wet IB2001, Paragraph: 2|Article: 5.19, Name: Wet IB2001|Article: 5.20, Name: Wet IB2001|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: b"
44;"frc-abstr:LandAndBuildingsDisclosureTitle";1;"Bedrijfsgebouwen en -terreinen, toelichting [titel]";"Land and buildings, disclosure [title]";"Bedrijfsgebouwen en -terreinen, toelichting [titel]";"Bedrijfsgebouwen en -terreinen, toelichting [titel]";"";"LandAndBuildingsDisclosureTitle";"frc-abstr";"LandAndBuildingsDisclosureTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#LandAndBuildingsDisclosureTitle";"sbr:presentationItem";1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
45;"frc-i:PurchaseValueRegisterBoundGoodDisclosure";2;"   Informatieverschaffing over de aanschafwaarde registergoed";"   Disclosure of purchase value register bound good";"   Informatieverschaffing over de aanschafwaarde registergoed";"   Informatieverschaffing over de aanschafwaarde registergoed";"";"PurchaseValueRegisterBoundGoodDisclosure";"frc-i";"PurchaseValueRegisterBoundGoodDisclosure";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#PurchaseValueRegisterBoundGoodDisclosure";"xbrli:item";1;0;"frc-abstr:LandAndBuildingsDisclosureTitle";"0";"0";"0";"0";"nl-types:string100000ItemType";"string100000";"xbrli:stringItemType";"String";"0";"";"";"";"";"";"1";"100000";"";"";"";"";"Duration";"None";0;0;"Toelichting op de waarde waarvoor een registergoed is aangeschaft, indien de aanschafwaarde niet bekend is per kadastrale nummer. Alleen registergoederen met een aanschafwaarde van €10.000,- of meer behoeven hier te worden ingevuld.";"";"";"";"Toelichting op de waarde waarvoor een registergoed is aangeschaft, indien de aanschafwaarde niet bekend is per kadastrale nummer. Alleen registergoederen met een aanschafwaarde van €10.000,- of meer behoeven hier te worden ingevuld.";"";"";"";""
46;"frc-i:ValuePurposesValuationOfImmovablePropertyActRegisterBoundGoodDisclosure";2;"   Informatieverschaffing over WOZ-waarde registergoed";"   Disclosure of value purposes valuation of immovable property act register bound good";"   Informatieverschaffing over WOZ-waarde registergoed";"   Informatieverschaffing over WOZ-waarde registergoed";"";"ValuePurposesValuationOfImmovablePropertyActRegisterBoundGoodDisclosure";"frc-i";"ValuePurposesValuationOfImmovablePropertyActRegisterBoundGoodDisclosure";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#ValuePurposesValuationOfImmovablePropertyActRegisterBoundGoodDisclosure";"xbrli:item";1;0;"frc-abstr:LandAndBuildingsDisclosureTitle";"0";"0";"0";"0";"nl-types:string100000ItemType";"string100000";"xbrli:stringItemType";"String";"0";"";"";"";"";"";"1";"100000";"";"";"";"";"Duration";"None";0;0;"Toelichting op de waarde van het registergoed zoals het bij het register is geregistreerd indien WOZ waarde geen betrekking heeft op kadastrale nummer.";"";"";"";"Toelichting op de waarde van het registergoed zoals het bij het register is geregistreerd indien WOZ waarde geen betrekking heeft op kadastrale nummer.";"";"";"";""
47;"frc-abstr:LandAndBuildingsSpecificationTitle";1;"Bedrijfsgebouwen en -terreinen, specificatie [titel]";"Land and buildings, specification [title]";"Bedrijfsgebouwen en -terreinen, specificatie [titel]";"Bedrijfsgebouwen en -terreinen, specificatie [titel]";"";"LandAndBuildingsSpecificationTitle";"frc-abstr";"LandAndBuildingsSpecificationTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#LandAndBuildingsSpecificationTitle";"sbr:presentationItem";1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
48;"frc-i:PurchaseValueRegisterBoundGood";2;"   Aanschafwaarde";"   Purchase value register bound good";"   Aanschafwaarde registergoed";"   Aanschafwaarde registergoed";"http://www.xbrl.org/2003/role/terseLabel";"PurchaseValueRegisterBoundGood";"frc-i";"PurchaseValueRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#PurchaseValueRegisterBoundGood";"xbrli:item";1;0;"frc-abstr:LandAndBuildingsSpecificationTitle";"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"De ondergrens van de aanschafwaarde van het registergoed bedraagt €10.000,-. Indien de aanschafwaarde niet bekend is per kadastrale nummer, dient dit toegelicht te worden.";"";"";"";"De waarde waarvoor een registergoed is aangeschaft. Alleen registergoederen met een aanschafwaarde van €10.000,- of meer behoeven hier te worden ingevuld. Indien de aanschafwaarde niet bekend is per kadastrale nummer, dient dit toegelicht te worden.";"";"";"";""
49;"frc-i:PurchaseYearRegisterBoundGood";2;"   Aanschafjaar";"   Purchase year register bound good";"   Aanschafjaar registergoed";"   Aanschafjaar registergoed";"http://www.xbrl.org/2003/role/terseLabel";"PurchaseYearRegisterBoundGood";"frc-i";"PurchaseYearRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#PurchaseYearRegisterBoundGood";"xbrli:item";1;0;"frc-abstr:LandAndBuildingsSpecificationTitle";"0";"0";"0";"0";"xbrli:integerItemType";"integer";"xbrli:integerItemType";"Number";"0";;;;;;;;;;;;"Instant";"None";0;0;"Het aanschafjaar van het registergoed.";"";"";"";"Het aanschafjaar van het registergoed.";"";"";"";""
50;"frc-i:BuildingIndicator";2;"   Gebouw (eventueel inclusief terrein) J/N";"   Building indicator Y/N";"   Gebouw (eventueel inclusief terrein) J/N";"   Gebouw (eventueel inclusief terrein) J/N";"";"BuildingIndicator";"frc-i";"BuildingIndicator";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#BuildingIndicator";"xbrli:item";1;0;"frc-abstr:LandAndBuildingsSpecificationTitle";"0";"0";"0";"0";"nl-codes:yesNoItemType";"yesNo";"xbrli:stringItemType";"Enumeration";"0";"";"Ja|Nee";"";"";"";"";"";"";"";"";"";"Instant";"None";0;0;"Indicatie of het alhier gespecificeerde registergoed een gebouw is, indien gebouw (eventueel inclusief terrein) dan is de WOZ-waarde verplicht.";"";"";"";"Indicatie of het alhier gespecificeerde registergoed een gebouw is, indien gebouw (eventueel inclusief terrein) dan is de WOZ-waarde verplicht.";"";"";"";""
51;"frc-i:ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";2;"   WOZ-waarde";"   Value purposes valuation of immovable property act register bound good";"   WOZ-waarde registergoed";"   WOZ-waarde registergoed";"http://www.xbrl.org/2003/role/terseLabel";"ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"frc-i";"ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"xbrli:item";1;0;"frc-abstr:LandAndBuildingsSpecificationTitle";"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"Waarde van het registergoed zoals het bij het register is geregistreerd. Indien WOZ waarde geen betrekking heeft op kadastrale nummer, dient dit toegelicht te worden. Indien het woonhuis niet tot het zakelijk vermogen gerekend wordt, moet dit worden toegelicht.";"";"";"";"De waarde van een onroerende zaak op de laatste peildatum zoals deze in het kader van de Wet Waardering Onroerende Zaken (WOZ) wordt bepaald (Artikel 18, lid 2 van de Wet WOZ).";"";"";"";""
52;"frc-i:DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";2;"   Datum vaststelling WOZ-waarde";"   Date of adoption for value of immovable property act register bound good";"   Datum vaststelling WOZ-waarde registergoed";"   Datum vaststelling WOZ-waarde registergoed";"http://www.xbrl.org/2003/role/terseLabel";"DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"frc-i";"DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"xbrli:item";1;0;"frc-abstr:LandAndBuildingsSpecificationTitle";"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Instant";"None";0;0;"De datum waarop de WOZ-waarde van het registergoed is vastgesteld.";"";"";"";"De datum waarop de WOZ-waarde van het registergoed is vastgesteld.";"";"";"";""
53;"frc-i:BalanceSheetValueRegisterBoundGood";2;"   Boekwaarde";"   Balance sheet value register bound good";"   Boekwaarde registergoed";"   Boekwaarde registergoed";"http://www.xbrl.org/2003/role/terseLabel";"BalanceSheetValueRegisterBoundGood";"frc-i";"BalanceSheetValueRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#BalanceSheetValueRegisterBoundGood";"xbrli:item";1;0;"frc-abstr:LandAndBuildingsSpecificationTitle";"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"Boekwaarde van het registergoed.";"";"";"";"De boekwaarde van een goed dat volgens de wet moet worden ingeschreven in de daarvoor bestemde openbare registers: grond, huizen, schepen, vliegtuigen. Door de inschrijving kan iedereen zien aan wie het toebehoort en of er een ander zakelijk recht(bijvoorbeeld een hypotheek) op rust (zie BW 3:10).";"";"";"";""
54;"frc-i:AmortisationMethodRegisterBoundGood";2;"   Afschrijvingsmethode";"   Amortisation method register bound good";"   Afschrijvingsmethode registergoed";"   Afschrijvingsmethode registergoed";"http://www.xbrl.org/2003/role/terseLabel";"AmortisationMethodRegisterBoundGood";"frc-i";"AmortisationMethodRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#AmortisationMethodRegisterBoundGood";"xbrli:item";1;0;"frc-abstr:LandAndBuildingsSpecificationTitle";"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Instant";"None";0;0;"Methode om de waardedaling van het registergoed tot uitdrukking te brengen.";"";"";"";"Methode om de waardedaling van het registergoed tot uitdrukking te brengen.";"";"";"";""
55;"frc-abstr:BankAccountsSpecificationTitle";1;"Bankrekening gegevens specificatie";"Bank accounts specification";"Bankrekening gegevens specificatie";"Bankrekening gegevens specificatie";"";"BankAccountsSpecificationTitle";"frc-abstr";"BankAccountsSpecificationTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#BankAccountsSpecificationTitle";"sbr:presentationItem";2;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
56;"frc-i:BankName";2;"   Naam bank";"   Bank name";"   Naam bank";"   Naam bank";"";"BankName";"frc-i";"BankName";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#BankName";"xbrli:item";2;0;"frc-abstr:BankAccountsSpecificationTitle";"0";"0";"0";"0";"nl-types:string100000ItemType";"string100000";"xbrli:stringItemType";"String";"0";"";"";"";"";"";"1";"100000";"";"";"";"";"Duration";"None";0;0;"De naam van de bank.";"";"";"";"De naam van de bank.";"";"";"";""
