;"Generated by FINAN XBRL Taxonomy Viewer v4.4.1"
;"Taxonomy: BT20163(BankRptKredietMicroFunctioneel2015)"

"Sort";"ID";"Level";"Label en";"Label nl";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsTupleKey";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation en";"Documentation nl";"Ddef.Guidance en";"Ddef.Guidance nl";"References"
82;"venj-bw2-i:BillsExchangeCheques";4;"         Cheques and bills of exchange";"         Wissels en cheques";"";"BillsExchangeCheques";"venj-bw2-i";"BillsExchangeCheques";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#BillsExchangeCheques";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"De aanwezige wissels en cheques.";"Article: 372, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1"
83;"venj-bw2-i:CashAndCashEquivalents";4;"         Cash and cash equivalents, total";"         Liquide middelen, totaal";"http://www.xbrl.org/2003/role/totalLabel";"CashAndCashEquivalents";"venj-bw2-i";"CashAndCashEquivalents";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#CashAndCashEquivalents";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"";"";"Totaal aan kasmiddelen,  tegoeden op bank- en girorekeningen, wissels en cheques.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 364, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3|Article: 372, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1|Article: 433, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2|Chapter: 228, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 101|Chapter: 228, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving"
84;"venj-bw2-i:AssetsCurrent";3;"      Current assets, total";"      Vlottende activa, totaal";"http://www.xbrl.org/2003/role/totalLabel";"AssetsCurrent";"venj-bw2-i";"AssetsCurrent";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#AssetsCurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"";"";"Het bedrag aan  activa met een looptijd korter dan één jaar.";"Article: 5, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 364, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1|Chapter: 190, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 206|Chapter: A2, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 105"
85;"venj-bw2-i:Assets";2;"   Assets, total";"   Activa, totaal";"http://www.xbrl.org/2003/role/totalLabel";"Assets";"venj-bw2-i";"Assets";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#Assets";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"";"";"Bedrag aan activa, de middelen van de onderneming.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 364, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1|Chapter: 115, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 102"
86;"bank-abstracts:EquityAndLiabilitiesTitle";1;"Equity and liabilities title";"Passiva";"";"EquityAndLiabilitiesTitle";"bank-abstracts";"EquityAndLiabilitiesTitle";"https://www.sbrbanken.nl/BT2016/report/bank/abstracts/bank-abstracts#EquityAndLiabilitiesTitle";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
87;"venj-bw2-i:Equity";2;"   Equity";"   Eigen vermogen";"";"Equity";"venj-bw2-i";"Equity";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#Equity";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"Het totaal aan eigen vermogen.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 10, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 5, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 364, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4|Article: 373, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1|Article: 378, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1|Article: 429, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2|Chapter: 115, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 102|Chapter: 240, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving"
88;"bank-abstracts:LiabilitiesProvisionsPayablesTitle";1;"Liabilities provisions payables title";"Passiva, Voorzieningen en schulden";"";"LiabilitiesProvisionsPayablesTitle";"bank-abstracts";"LiabilitiesProvisionsPayablesTitle";"https://www.sbrbanken.nl/BT2016/report/bank/abstracts/bank-abstracts#LiabilitiesProvisionsPayablesTitle";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
89;"bank-abstracts:ProvisionsTitle";2;"   Provisions";"   Voorzieningen";"";"ProvisionsTitle";"bank-abstracts";"ProvisionsTitle";"https://www.sbrbanken.nl/BT2016/report/bank/abstracts/bank-abstracts#ProvisionsTitle";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
90;"venj-bw2-i:ProvisionPensionObligations";3;"      Provision for pension obligations";"      Voorziening voor pensioenen/FOR";"urn:bank:preflabel:label";"ProvisionPensionObligations";"venj-bw2-i";"ProvisionPensionObligations";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#ProvisionPensionObligations";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"De verplichtingen, kosten of verliezen inzake pensioenen die op de balansdatum wel bekend of te verwachten zijn, maar waarvan onzeker is of,  wanneer en in welke omvang zij zich zullen voordoen.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 374, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: b"
91;"venj-bw2-i:ProvisionTaxLiabilities";3;"      Provision for tax liabilities";"      Voorziening voor belastingen";"";"ProvisionTaxLiabilities";"venj-bw2-i";"ProvisionTaxLiabilities";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#ProvisionTaxLiabilities";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"De balanspost voor verplichtingen, kosten of verliezen inzake belastingen die op de balansdatum wel bekend of te verwachten zijn, maar waarvan onzeker is of,  wanneer en in welke omvang zij zich zullen voordoen.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 374, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: a"
92;"venj-bw2-i:ProvisionsOther";3;"      Other provisions";"      Overige voorzieningen";"";"ProvisionsOther";"venj-bw2-i";"ProvisionsOther";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#ProvisionsOther";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"De balanspost voor verplichtingen, kosten of verliezen inzake overige zaken die op de balansdatum wel bekend of te verwachten zijn, maar waarvan onzeker is of,  wanneer en in welke omvang zij zich zullen voordoen.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 374, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1"
93;"venj-bw2-i:Provisions";3;"      Provisions, total";"      Voorzieningen, totaal";"http://www.xbrl.org/2003/role/totalLabel";"Provisions";"venj-bw2-i";"Provisions";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#Provisions";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"De verplichtingen, kosten of verliezen die op de balansdatum wel bekend of te verwachten zijn, maar waarvan onzeker is of,  wanneer en in welke omvang zij zich zullen voordoen.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 5, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 364, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4|Article: 374, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1|Article: 429, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2|Chapter: 115, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 105|Chapter: 252, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 501|Chapter: B10, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 109"
94;"kvk-abstr:LiabilitiesNoncurrentTitle";2;"   Non-current liabilities";"   Langlopende schulden";"urn:bank:preflabel:label";"LiabilitiesNoncurrentTitle";"kvk-abstr";"LiabilitiesNoncurrentTitle";"http://www.nltaxonomie.nl/10.0/report/kvk/abstracts/kvk-abstracts#LiabilitiesNoncurrentTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
95;"venj-bw2-i:SubordinatedLoansNoncurrent";3;"      Subordinated loans";"      Achtergestelde leningen";"http://www.xbrl.org/2003/role/terseLabel";"SubordinatedLoansNoncurrent";"venj-bw2-i";"SubordinatedLoansNoncurrent";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#SubordinatedLoansNoncurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"Langlopende achtergestelde schulden, achtergesteld ten opzichte van alle andere schulden.";"Chapter: 254, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 309"
96;"venj-bw2-i:PayablesCreditInstitutionsNoncurrent";3;"      Payables to credit institutions";"      Schulden aan kredietinstellingen";"http://www.xbrl.org/2003/role/terseLabel";"PayablesCreditInstitutionsNoncurrent";"venj-bw2-i";"PayablesCreditInstitutionsNoncurrent";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#PayablesCreditInstitutionsNoncurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"Het langlopende deel van de schulden die zijn aangegaan bij kredietinstellingen, zoals  publieke financiële instellingen, privébanken, spaarbanken en ondernemingen. Onder langlopend wordt verstaan een periode langer dan één jaar.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 375, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1, Subparagraph: b|Chapter: 254, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 401"
97;"rj-i:PayablesOtherRelatedPartiesNoncurrent";3;"      Payables to other related parties";"      Schulden aan overige verbonden partijen";"http://www.xbrl.org/2003/role/terseLabel";"PayablesOtherRelatedPartiesNoncurrent";"rj-i";"PayablesOtherRelatedPartiesNoncurrent";"http://www.nltaxonomie.nl/10.0/basis/rj/items/rj-data#PayablesOtherRelatedPartiesNoncurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"Het bedrag van de langlopende schulden aan deelnemingen waarin de onderneming invloed van betekenis kan uitoefenen (bijv. meerderheidsaandeelhouder).";"Article: 361, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4|Chapter: 254, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 410"
98;"venj-bw2-i:TaxesSocialSecurityContributionsPayableNoncurrent";3;"      Taxes payable and social security contributions payable";"      Belastingen en premies sociale verzekeringen";"http://www.xbrl.org/2003/role/terseLabel";"TaxesSocialSecurityContributionsPayableNoncurrent";"venj-bw2-i";"TaxesSocialSecurityContributionsPayableNoncurrent";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#TaxesSocialSecurityContributionsPayableNoncurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"Het langlopende deel van de te betalen belastingen en premies sociale verzekeringen. Onder langlopend wordt verstaan een periode langer dan één jaar.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 375, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1, Subparagraph: h"
99;"bank:PayablesOtherNoncurrent";3;"      Payables other noncurrent";"      Overige schulden";"http://www.xbrl.org/2003/role/terseLabel";"PayablesOtherNoncurrent";"bank";"PayablesOtherNoncurrent";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#PayablesOtherNoncurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Instant";"Credit";0;0;"";"Boekwaarde van de overige schulden, langlopend.";"";"De boekwaarde van de overige schulden van de overige langlopende schulden. Overige schulden zijn het kortlopende deel van de per balansdatum bestaande en vaststaande verplichtingen van de onderneming die niet onder andere categorieën van schulden vallen. Onder kortlopend wordt verstaan een periode korter dan 1 jaar.";""
100;"venj-bw2-i:LiabilitiesNoncurrent";3;"      Non-current liabilities, total";"      Langlopende schulden, totaal";"http://www.xbrl.org/2003/role/totalLabel";"LiabilitiesNoncurrent";"venj-bw2-i";"LiabilitiesNoncurrent";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#LiabilitiesNoncurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"De per balansdatum bestaande en vaststaande langlopende verplichtingen van de onderneming.  Onder langlopend wordt verstaan een periode langer dan één jaar.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 5, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Chapter: 115, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 105|Chapter: 254, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 303|Chapter: B9, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 201"
101;"bank-abstracts:AccrualsDeferredIncomeCurrentTitle";2;"   Accruals deferred income current title";"   Kortlopende schulden (ten hoogste 1 jaar) en overlopende passiva";"";"AccrualsDeferredIncomeCurrentTitle";"bank-abstracts";"AccrualsDeferredIncomeCurrentTitle";"https://www.sbrbanken.nl/BT2016/report/bank/abstracts/bank-abstracts#AccrualsDeferredIncomeCurrentTitle";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
102;"venj-bw2-i:SubordinatedLoansCurrent";3;"      Subordinated loans";"      Achtergestelde leningen";"http://www.xbrl.org/2003/role/terseLabel";"SubordinatedLoansCurrent";"venj-bw2-i";"SubordinatedLoansCurrent";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#SubordinatedLoansCurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"Kortlopende schulden, achtergesteld ten opzichte van alle andere schulden.";"Chapter: 254, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 309"
103;"venj-bw2-i:PayablesCreditInstitutionsCurrent";3;"      Payables to credit institutions";"      Schulden aan kredietinstellingen";"http://www.xbrl.org/2003/role/terseLabel";"PayablesCreditInstitutionsCurrent";"venj-bw2-i";"PayablesCreditInstitutionsCurrent";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#PayablesCreditInstitutionsCurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"Het kortlopende deel van de schulden die zijn aangegaan bij kredietinstellingen, zoals  publieke financiële instellingen, privébanken, spaarbanken en ondernemingen. Onder kortlopend wordt verstaan een periode korter dan één jaar.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 375, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1, Subparagraph: b"
104;"venj-bw2-i:TradePayablesCurrent";3;"      Trade payables";"      Handelscrediteuren";"urn:bank:preflabel:label";"TradePayablesCurrent";"venj-bw2-i";"TradePayablesCurrent";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#TradePayablesCurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"Het kortlopende deel van de schulden aan leveranciers die voortvloeien uit de levering van producten of diensten aan de onderneming. Onder kortlopend wordt verstaan een periode korter dan één jaar.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 375, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1, Subparagraph: d"
105;"venj-bw2-i:PayablesOtherRelatedPartiesCurrent";3;"      Payables to other related parties";"      Schulden aan overige verbonden partijen";"http://www.xbrl.org/2003/role/terseLabel";"PayablesOtherRelatedPartiesCurrent";"venj-bw2-i";"PayablesOtherRelatedPartiesCurrent";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#PayablesOtherRelatedPartiesCurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"Het bedrag van de kortlopende schulden aan deelnemingen waarin de onderneming invloed van betekenis kan uitoefenen (bijv. meerderheidsaandeelhouder).";"Article: 361, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4|Chapter: 254, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 410"
106;"venj-bw2-i:TaxesSocialSecurityContributionsPayableCurrent";3;"      Taxes payable and social security contributions payable";"      Belastingen en premies sociale verzekeringen [kortlopend]";"http://www.xbrl.org/2003/role/terseLabel";"TaxesSocialSecurityContributionsPayableCurrent";"venj-bw2-i";"TaxesSocialSecurityContributionsPayableCurrent";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#TaxesSocialSecurityContributionsPayableCurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"Het kortlopende deel van de te betalen belastingen en premies sociale verzekeringen. Onder kortlopend wordt verstaan een periode korter dan één jaar.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 375, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1, Subparagraph: h"
107;"bank:ReceivedAdvancePaymentsWorkInProgress";3;"      Received advance payments work in progress";"      Vooruitontvangen betalingen, onderhanden werk";"";"ReceivedAdvancePaymentsWorkInProgress";"bank";"ReceivedAdvancePaymentsWorkInProgress";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#ReceivedAdvancePaymentsWorkInProgress";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Instant";"Credit";0;0;"";"Speelt bij langdurige opdrachten, voorbeeld vastgoed of schepen. Bedragen die zijn ontvangen aan vooruitbetalingen op deze opdrachten, worden als schuld opgenomen. Bij gereedkomen van de opdracht valt het bedrag vrij.";"";"Speelt bij langdurige opdrachten, voorbeeld vastgoed of schepen. Bedragen die zijn ontvangen  aan vooruitbetalingen op deze opdrachten, worden als schuld opgenomen. Bij gereedkomen van de opdracht valt het bedrag vrij.";""
108;"bank:PayablesOtherCurrent";3;"      Payables other current";"      Overige schulden";"http://www.xbrl.org/2003/role/terseLabel";"PayablesOtherCurrent";"bank";"PayablesOtherCurrent";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#PayablesOtherCurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Instant";"Credit";0;0;"";"Boekwaarde van de overige kortlopende schulden.";"";"De boekwaarde van de overige kortlopende schulden. Overige schulden zijn het kortlopende deel van de per balansdatum bestaande en vaststaande verplichtingen van de onderneming die niet onder andere categorieën van schulden vallen. Onder kortlopend wordt verstaan een periode korter dan één jaar.";""
109;"venj-bw2-i:AccrualsAndDeferredIncomeCurrent";3;"      Accruals and deferred income";"      Overlopende passiva";"http://www.xbrl.org/2003/role/terseLabel";"AccrualsAndDeferredIncomeCurrent";"venj-bw2-i";"AccrualsAndDeferredIncomeCurrent";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#AccrualsAndDeferredIncomeCurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"Overlopende passiva zijn vooruit ontvangen bedragen voor baten, die ten gunste van volgende perioden komen en nog te betalen bedragen (eventueel geschat) aan lasten die voor een verstreken periode gelden.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Chapter: 258, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 101|Chapter: B9, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 401"
110;"venj-bw2-i:LiabilitiesCurrent";3;"      Current liabilities, total";"      Kortlopende schulden, totaal";"http://www.xbrl.org/2003/role/totalLabel";"LiabilitiesCurrent";"venj-bw2-i";"LiabilitiesCurrent";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#LiabilitiesCurrent";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"De per balansdatum bestaande en vaststaande kortlopende verplichtingen van de onderneming.  Onder kortlopend wordt verstaan een periode korter dan één jaar.";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 5, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Chapter: 115, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 105|Chapter: 254, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 303|Chapter: B9, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 301"
